PATH: D:\Program\dzh365(64)\data\SH\INFOEX.DAT
SIZE: 5252120
TOTAL_6DIGIT_CODES: 26610
UNIQUE_CODES: 26610

TOP 200 CODES BY FIRST OCCURRENCE:
0090: b6 43 9d 4f 01 33 8b 4e 18 56 0a 4f 00 00 00 00
00a0: 72 e7 c0 4e 0a 7b

=== CODE 000025 occurrence 1 at 3904 (context_start=3840) ===
0000: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 80 3f
0030: 00 00 00 00 30 30 30 30 32 32 00 00 da 03 00 00
0040: 30 30 30 30 32 35 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 79 95 55 3e 09 44 87 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 06 80 3b 42 95 66 24 c1 f4 a3 af bf 55 ab d7 41
0080: 00 00 00 00 b6 43 9d 4f 01 33 8b 4e 18 56 0a 4f
0090: 00 00 00 00 72 e7 c0 4e 0a 7b 07 4e cb a0 0f 4f
00a0: 7f 6f 13 4f 00 00

=== CODE 000026 occurrence 1 at 4128 (context_start=4064) ===
0000: 4c 21 38 4c 00 00 00 00 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 32 36 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 d8 11 67 3e 25 b1 4b 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 58 67 19 42 ea 65 50 42 dd 23 12 41 11 67 9d 41
0080: 00 00 00 00 b7 73 7c 4f 66 80 b0 4e 6c 12 98 4e
0090: 00 00 00 00 38 17 a8 4e e6 61 f4 4d 44 89 06 4f
00a0: a8 a2 c1 4e 00 00

=== CODE 000027 occurrence 1 at 4352 (context_start=4288) ===
0000: 0d 55 14 4c 00 00 00 00 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 32 37 00 00 da 03 00 80 d9 27 35 01
0050: 16 27 35 01 00 00 00 00 b8 58 d1 3c cd 04 73 3f
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 0b ad 41 42 21 12 21 41 88 2b cc 40 95 48 12 41
0080: 00 00 00 00 2c 06 d2 4d 0e 9f c8 4c b0 2a 0a 4d
0090: 00 00 00 00 a6 07 84 4c 64 05 4a 4c 85 e8 47 4d
00a0: 12 62 4b 4d 00 00

=== CODE 000028 occurrence 1 at 4576 (context_start=4512) ===
0000: 76 76 9d 4b a4 50 10 47 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 32 38 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 35 63 b1 3e bd 56 52 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 0f 6e 01 42 0b ee 05 42 76 91 98 41 df 5d f8 41
0080: 00 00 00 00 45 e0 ca 4f 5a 32 e1 4e 43 c8 93 4e
0090: 00 00 00 00 68 0e a6 4e f4 d2 67 4e f7 4c 81 4f
00a0: 8a 4a 03 4f 00 00

=== CODE 000029 occurrence 1 at 4800 (context_start=4736) ===
0000: d2 20 f5 4b a4 50 10 47 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
